CustomerID,Recency,Frequency,Monetary,Cluster,Segment
13782.0,12,115,912.0,0,Low Value Customers
13784.0,9,31,2462.79,0,Low Value Customers
13786.0,366,7,230.39999999999998,1,Churn Risk Customers
13787.0,75,31,309.04,0,Low Value Customers
13790.0,3,45,348.8,0,Low Value Customers
13791.0,127,11,1516.0,0,Low Value Customers
13792.0,65,13,195.55,0,Low Value Customers
13798.0,0,349,37153.85,3,High Value / VIP Customers
13799.0,116,39,688.86,0,Low Value Customers
13800.0,309,33,558.32,1,Churn Risk Customers
13801.0,66,23,324.8,0,Low Value Customers
13802.0,138,60,4599.42,0,Low Value Customers
13803.0,254,17,277.07,1,Churn Risk Customers
13804.0,30,137,2635.79,0,Low Value Customers
13805.0,51,13,924.6,0,Low Value Customers
13806.0,63,10,256.38,0,Low Value Customers
13807.0,366,7,112.6,1,Churn Risk Customers
13808.0,5,76,1747.66,0,Low Value Customers
13809.0,304,12,155.05,1,Churn Risk Customers
13810.0,28,35,1499.01,0,Low Value Customers
13811.0,183,13,814.5,1,Churn Risk Customers
13812.0,41,36,539.0,0,Low Value Customers
13813.0,39,69,1366.8600000000001,0,Low Value Customers
13814.0,91,57,1579.12,0,Low Value Customers
13815.0,21,176,4027.36,0,Low Value Customers
13816.0,23,28,571.6700000000001,0,Low Value Customers
13817.0,28,24,382.98,0,Low Value Customers
13819.0,301,36,1140.35,1,Churn Risk Customers
13821.0,144,59,385.64,0,Low Value Customers
13822.0,5,96,632.0,0,Low Value Customers
13823.0,18,40,957.66,0,Low Value Customers
13824.0,32,46,1698.94,0,Low Value Customers
13826.0,175,10,189.5,1,Churn Risk Customers
13827.0,57,93,412.05,0,Low Value Customers
13828.0,21,15,209.49,0,Low Value Customers
13831.0,15,74,2202.99,0,Low Value Customers
13832.0,18,3,52.199999999999996,0,Low Value Customers
13833.0,158,29,384.8,0,Low Value Customers
13835.0,24,55,834.57,0,Low Value Customers
13837.0,211,19,271.24,1,Churn Risk Customers
13838.0,5,174,691.73,0,Low Value Customers
13841.0,252,1,85.0,1,Churn Risk Customers
13842.0,58,206,3385.62,0,Low Value Customers
13844.0,10,20,361.62,0,Low Value Customers
13845.0,64,9,312.98,0,Low Value Customers
13846.0,24,55,865.0600000000001,0,Low Value Customers
13848.0,91,5,1255.0,0,Low Value Customers
13849.0,51,101,1537.95,0,Low Value Customers
13850.0,128,93,1595.48,0,Low Value Customers
13851.0,95,81,2651.46,0,Low Value Customers
13853.0,56,23,1090.14,0,Low Value Customers
13854.0,8,110,8109.5199999999995,0,Low Value Customers
13856.0,168,14,388.5,1,Churn Risk Customers
13858.0,56,11,216.17,0,Low Value Customers
13859.0,325,28,201.16,1,Churn Risk Customers
13860.0,0,76,1245.9,0,Low Value Customers
13862.0,17,139,2209.36,0,Low Value Customers
13863.0,247,20,305.78,1,Churn Risk Customers
13865.0,57,30,501.56,0,Low Value Customers
13866.0,73,7,145.67000000000002,0,Low Value Customers
13867.0,30,61,1015.29,0,Low Value Customers
13868.0,6,33,3192.54,0,Low Value Customers
13869.0,122,307,3104.95,0,Low Value Customers
13870.0,1,115,2770.94,0,Low Value Customers
13871.0,22,336,6403.25,0,Low Value Customers
13873.0,119,23,389.6,0,Low Value Customers
13874.0,357,18,540.45,1,Churn Risk Customers
13875.0,53,104,1786.79,0,Low Value Customers
13876.0,63,7,122.7,0,Low Value Customers
13877.0,85,3,117.24,0,Low Value Customers
13878.0,54,36,1281.53,0,Low Value Customers
13880.0,20,165,3219.77,0,Low Value Customers
13881.0,3,178,17159.52,0,Low Value Customers
13882.0,2,65,1191.13,0,Low Value Customers
13883.0,10,142,2674.48,0,Low Value Customers
13884.0,6,59,787.6,0,Low Value Customers
13885.0,188,28,506.8,1,Churn Risk Customers
13886.0,70,16,243.56,0,Low Value Customers
13887.0,203,19,349.55,1,Churn Risk Customers
13888.0,119,40,605.63,0,Low Value Customers
13889.0,92,15,416.90000000000003,0,Low Value Customers
13890.0,0,110,1883.8100000000002,0,Low Value Customers
13892.0,26,27,632.97,0,Low Value Customers
13893.0,297,21,821.1,1,Churn Risk Customers
13894.0,23,27,564.62,0,Low Value Customers
13895.0,27,118,2593.07,0,Low Value Customers
13897.0,49,17,311.16,0,Low Value Customers
13898.0,325,12,155.93,1,Churn Risk Customers
13899.0,15,19,388.52,0,Low Value Customers
13900.0,182,43,740.95,1,Churn Risk Customers
13901.0,71,149,2867.2,0,Low Value Customers
13904.0,36,26,332.64,0,Low Value Customers
13908.0,79,122,2369.55,0,Low Value Customers
13911.0,56,148,2580.91,0,Low Value Customers
13914.0,11,33,626.45,0,Low Value Customers
13917.0,49,18,272.04,0,Low Value Customers
13918.0,49,30,1212.8400000000001,0,Low Value Customers
13919.0,58,28,384.81,0,Low Value Customers
13922.0,351,7,172.25,1,Churn Risk Customers
13923.0,53,20,351.13,0,Low Value Customers
13924.0,1,117,1838.8500000000001,0,Low Value Customers
13925.0,92,41,678.25,0,Low Value Customers
13926.0,22,11,223.85000000000002,0,Low Value Customers
13927.0,74,21,348.99,0,Low Value Customers
13928.0,10,27,464.57,0,Low Value Customers
13929.0,168,9,842.65,1,Churn Risk Customers
13930.0,57,17,337.34,0,Low Value Customers
13931.0,95,58,1237.53,0,Low Value Customers
13932.0,294,16,307.4,1,Churn Risk Customers
13933.0,108,23,608.7900000000001,0,Low Value Customers
13934.0,263,31,922.1,1,Churn Risk Customers
13936.0,179,26,376.58,1,Churn Risk Customers
13937.0,168,9,158.85,1,Churn Risk Customers
13938.0,34,7,71.66,0,Low Value Customers
13939.0,22,45,568.55,0,Low Value Customers
13940.0,16,49,839.14,0,Low Value Customers
13941.0,21,45,5112.96,0,Low Value Customers
13946.0,78,11,561.5699999999999,0,Low Value Customers
13947.0,64,5,90.6,0,Low Value Customers
13948.0,360,3,102.0,1,Churn Risk Customers
13949.0,2,160,2427.32,0,Low Value Customers
13950.0,10,35,745.06,0,Low Value Customers
13951.0,175,39,674.45,1,Churn Risk Customers
13952.0,217,137,3251.071,1,Churn Risk Customers
13953.0,6,20,3515.68,0,Low Value Customers
13954.0,1,25,439.92,0,Low Value Customers
13955.0,153,33,322.96,0,Low Value Customers
13956.0,4,152,1026.42,0,Low Value Customers
13959.0,78,92,598.2,0,Low Value Customers
13960.0,20,12,230.22,0,Low Value Customers
13962.0,21,11,169.55,0,Low Value Customers
13963.0,307,35,664.54,1,Churn Risk Customers
13967.0,145,2,80.7,0,Low Value Customers
13969.0,6,626,9053.94,3,High Value / VIP Customers
13971.0,18,149,2758.26,0,Low Value Customers
13972.0,70,15,190.25,0,Low Value Customers
13973.0,286,11,264.7,1,Churn Risk Customers
13974.0,48,28,413.59000000000003,0,Low Value Customers
13975.0,30,338,2526.28,0,Low Value Customers
13976.0,206,10,357.98,1,Churn Risk Customers
13978.0,14,15,196.79000000000002,0,Low Value Customers
13979.0,72,54,869.87,0,Low Value Customers
13980.0,59,11,200.14,0,Low Value Customers
13982.0,38,111,1871.81,0,Low Value Customers
13983.0,29,107,2603.43,0,Low Value Customers
13984.0,26,16,920.51,0,Low Value Customers
13985.0,3,349,7060.13,0,Low Value Customers
13986.0,16,13,320.46,0,Low Value Customers
13988.0,19,234,4147.96,0,Low Value Customers
13989.0,65,41,1266.08,0,Low Value Customers
13990.0,212,16,311.3,1,Churn Risk Customers
13991.0,11,84,855.97,0,Low Value Customers
13992.0,29,5,76.8,0,Low Value Customers
13993.0,42,121,3466.36,0,Low Value Customers
13994.0,3,155,2313.14,0,Low Value Customers
13995.0,14,86,1393.69,0,Low Value Customers
13999.0,9,208,3901.81,0,Low Value Customers
14000.0,210,15,635.66,1,Churn Risk Customers
14001.0,45,39,2043.0800000000002,0,Low Value Customers
14002.0,133,47,529.73,0,Low Value Customers
14004.0,42,171,4582.64,0,Low Value Customers
14005.0,9,84,2874.72,0,Low Value Customers
14006.0,115,30,962.19,0,Low Value Customers
14009.0,197,42,695.61,1,Churn Risk Customers
14012.0,277,11,328.8,1,Churn Risk Customers
14013.0,109,34,473.02,0,Low Value Customers
14014.0,76,39,505.18,0,Low Value Customers
14015.0,52,20,917.34,0,Low Value Customers
14016.0,161,161,4341.21,1,Churn Risk Customers
14019.0,46,66,1421.61,0,Low Value Customers
14020.0,16,39,642.8,0,Low Value Customers
14021.0,154,22,631.9,0,Low Value Customers
14022.0,224,28,440.0,1,Churn Risk Customers
14023.0,6,31,584.07,0,Low Value Customers
14024.0,121,16,327.7,0,Low Value Customers
14027.0,60,6,104.82,0,Low Value Customers
14029.0,62,15,467.66,0,Low Value Customers
14030.0,17,243,2360.09,0,Low Value Customers
14031.0,6,250,17286.86,0,Low Value Customers
14032.0,1,143,2975.59,0,Low Value Customers
14034.0,21,89,651.8199999999999,0,Low Value Customers
14035.0,28,66,1428.02,0,Low Value Customers
14036.0,284,38,626.65,1,Churn Risk Customers
14037.0,175,28,147.20000000000002,1,Churn Risk Customers
14038.0,77,92,1560.38,0,Low Value Customers
14039.0,32,6,152.2,0,Low Value Customers
14040.0,40,235,3614.92,0,Low Value Customers
14041.0,265,21,141.41,1,Churn Risk Customers
14044.0,26,209,652.82,0,Low Value Customers
14045.0,108,6,1659.75,0,Low Value Customers
14046.0,283,14,154.99,1,Churn Risk Customers
14047.0,8,32,1308.6100000000001,0,Low Value Customers
14048.0,304,85,409.93,1,Churn Risk Customers
14049.0,16,488,5681.72,3,High Value / VIP Customers
14050.0,31,54,746.36,0,Low Value Customers
14051.0,0,210,15610.390000000001,0,Low Value Customers
14052.0,19,56,225.36,0,Low Value Customers
14053.0,123,4,260.25,0,Low Value Customers
14054.0,64,6,92.46,0,Low Value Customers
14055.0,105,10,725.6400000000001,0,Low Value Customers
14056.0,0,1106,8214.65,3,High Value / VIP Customers
14057.0,23,284,6217.96,0,Low Value Customers
14059.0,266,8,183.6,1,Churn Risk Customers
14060.0,4,202,6140.42,0,Low Value Customers
14062.0,9,111,10464.85,0,Low Value Customers
14064.0,28,80,1353.74,0,Low Value Customers
14066.0,266,7,152.55,1,Churn Risk Customers
14067.0,63,52,374.7,0,Low Value Customers
14068.0,319,24,265.85,1,Churn Risk Customers
14071.0,3,324,1438.82,0,Low Value Customers
14073.0,31,13,151.04,0,Low Value Customers
14075.0,4,43,942.26,0,Low Value Customers
14076.0,128,46,122.47,0,Low Value Customers
14077.0,40,42,499.41999999999996,0,Low Value Customers
14078.0,101,65,1049.37,0,Low Value Customers
14079.0,124,12,375.1,0,Low Value Customers
14080.0,32,4,45.599999999999994,0,Low Value Customers
14081.0,301,153,934.52,1,Churn Risk Customers
14082.0,364,29,182.25,1,Churn Risk Customers
14083.0,3,181,1018.43,0,Low Value Customers
14085.0,1,450,4448.54,3,High Value / VIP Customers
14087.0,2,69,194.42,0,Low Value Customers
14088.0,9,589,50491.81,3,High Value / VIP Customers
14089.0,56,14,161.0,0,Low Value Customers
14090.0,324,1,76.32000000000001,1,Churn Risk Customers
14092.0,7,214,4076.91,0,Low Value Customers
14093.0,11,105,442.85,0,Low Value Customers
14096.0,3,5111,65164.79,2,Regular Customers
14098.0,36,21,147.35,0,Low Value Customers
14099.0,15,250,3104.17,0,Low Value Customers
14100.0,137,26,194.9,0,Low Value Customers
14101.0,73,35,5976.79,0,Low Value Customers
14102.0,4,79,1360.28,0,Low Value Customers
14104.0,154,21,216.20999999999998,0,Low Value Customers
14105.0,238,74,1266.23,1,Churn Risk Customers
14107.0,51,123,2703.23,0,Low Value Customers
14108.0,30,34,597.91,0,Low Value Customers
14109.0,72,9,144.2,0,Low Value Customers
14110.0,3,155,5683.15,0,Low Value Customers
14111.0,13,10,692.85,0,Low Value Customers
14112.0,22,160,2915.15,0,Low Value Customers
14113.0,3,34,1840.42,0,Low Value Customers
14114.0,273,15,386.53,1,Churn Risk Customers
14116.0,19,72,1382.74,0,Low Value Customers
14117.0,143,3,90.0,0,Low Value Customers
14121.0,3,159,2780.15,0,Low Value Customers
14124.0,83,5,419.58000000000004,0,Low Value Customers
14125.0,10,167,2740.43,0,Low Value Customers
14126.0,7,15,706.1300000000001,0,Low Value Customers
14127.0,122,44,709.71,0,Low Value Customers
14128.0,60,46,637.5,0,Low Value Customers
14129.0,1,52,1123.8600000000001,0,Low Value Customers
14130.0,318,67,483.86,1,Churn Risk Customers
14132.0,1,200,3586.0299999999997,0,Low Value Customers
14133.0,129,28,605.64,0,Low Value Customers
14135.0,1,134,4690.31,0,Low Value Customers
14138.0,1,47,982.3800000000001,0,Low Value Customers
14139.0,45,26,415.82,0,Low Value Customers
14140.0,3,66,935.05,0,Low Value Customers
14141.0,2,40,915.13,0,Low Value Customers
14142.0,372,22,311.81,1,Churn Risk Customers
14143.0,133,7,115.8,0,Low Value Customers
14145.0,46,11,3742.2,0,Low Value Customers
14146.0,8,210,4191.0,0,Low Value Customers
14147.0,77,5,483.4,0,Low Value Customers
14148.0,233,3,157.2,1,Churn Risk Customers
14149.0,220,28,446.62,1,Churn Risk Customers
14150.0,35,26,658.64,0,Low Value Customers
14152.0,74,49,621.29,0,Low Value Customers
14154.0,238,52,1345.62,1,Churn Risk Customers
14155.0,265,6,118.75,1,Churn Risk Customers
14156.0,9,1400,117379.63,3,High Value / VIP Customers
14157.0,19,48,432.88,0,Low Value Customers
14158.0,39,41,507.66,0,Low Value Customers
14159.0,19,1204,4693.01,3,High Value / VIP Customers
14161.0,215,108,1110.52,1,Churn Risk Customers
14162.0,173,25,289.36,1,Churn Risk Customers
14163.0,86,52,2445.91,0,Low Value Customers
14164.0,70,29,1631.77,0,Low Value Customers
14165.0,275,25,122.53999999999999,1,Churn Risk Customers
14167.0,38,52,574.84,0,Low Value Customers
14171.0,97,58,363.79,0,Low Value Customers
14173.0,10,29,450.84,0,Low Value Customers
14174.0,32,26,134.46,0,Low Value Customers
14175.0,59,149,3222.3,0,Low Value Customers
14176.0,296,31,576.9000000000001,1,Churn Risk Customers
14177.0,85,42,559.41,0,Low Value Customers
14178.0,8,327,1620.93,0,Low Value Customers
14179.0,40,165,719.78,0,Low Value Customers
14180.0,10,240,4748.52,0,Low Value Customers
14184.0,66,24,452.89,0,Low Value Customers
14185.0,330,3,197.65,1,Churn Risk Customers
14188.0,30,65,2054.36,0,Low Value Customers
14189.0,1,265,4654.08,0,Low Value Customers
14191.0,1,259,4684.76,0,Low Value Customers
14193.0,67,42,853.39,0,Low Value Customers
14194.0,4,579,11349.52,3,High Value / VIP Customers
14195.0,201,7,1012.0,1,Churn Risk Customers
14196.0,106,6,335.52,0,Low Value Customers
14198.0,17,39,701.4,0,Low Value Customers
14199.0,217,2,185.39999999999998,1,Churn Risk Customers
14201.0,59,37,747.44,0,Low Value Customers
14204.0,1,44,161.03,0,Low Value Customers
14205.0,16,24,466.7,0,Low Value Customers
14206.0,238,20,328.15999999999997,1,Churn Risk Customers
14208.0,94,10,151.74,0,Low Value Customers
14209.0,10,87,2073.43,0,Low Value Customers
14210.0,105,102,1905.8400000000001,0,Low Value Customers
14211.0,52,112,2241.1,0,Low Value Customers
14212.0,89,9,1070.48,0,Low Value Customers
14214.0,30,67,1004.38,0,Low Value Customers
14215.0,11,108,1789.72,0,Low Value Customers
14216.0,2,59,1839.3,0,Low Value Customers
14217.0,1,100,2004.98,0,Low Value Customers
14218.0,42,12,169.48000000000002,0,Low Value Customers
14219.0,3,7,89.94,0,Low Value Customers
14220.0,246,21,632.4,1,Churn Risk Customers
14221.0,41,193,3432.8,0,Low Value Customers
14222.0,176,41,683.17,1,Churn Risk Customers
14223.0,91,60,991.13,0,Low Value Customers
14224.0,109,118,1050.12,0,Low Value Customers
14226.0,28,67,2232.19,0,Low Value Customers
14227.0,25,175,3350.96,0,Low Value Customers
14229.0,51,40,1547.2,0,Low Value Customers
14231.0,183,50,925.71,1,Churn Risk Customers
14232.0,42,115,2048.07,0,Low Value Customers
14233.0,48,35,1462.72,0,Low Value Customers
14234.0,21,159,775.46,0,Low Value Customers
14235.0,74,79,3144.86,0,Low Value Customers
14236.0,80,15,490.86,0,Low Value Customers
14237.0,372,9,161.0,1,Churn Risk Customers
14238.0,325,8,146.85,1,Churn Risk Customers
14239.0,42,112,2380.85,0,Low Value Customers
14240.0,29,42,890.34,0,Low Value Customers
14241.0,183,10,213.70000000000002,1,Churn Risk Customers
14242.0,234,16,280.55,1,Churn Risk Customers
14243.0,8,141,2588.77,0,Low Value Customers
14245.0,219,108,1693.45,1,Churn Risk Customers
14246.0,110,75,1474.06,0,Low Value Customers
14247.0,277,20,136.76999999999998,1,Churn Risk Customers
14248.0,317,8,302.58,1,Churn Risk Customers
14250.0,6,111,1904.05,0,Low Value Customers
14251.0,1,78,2879.7000000000003,0,Low Value Customers
14256.0,259,53,969.0600000000001,1,Churn Risk Customers
14257.0,63,106,3099.7200000000003,0,Low Value Customers
14258.0,8,111,12669.98,0,Low Value Customers
14259.0,141,5,120.0,0,Low Value Customers
14261.0,50,52,1163.45,0,Low Value Customers
14262.0,7,143,2618.23,0,Low Value Customers
14264.0,154,17,333.97,0,Low Value Customers
14265.0,108,31,530.18,0,Low Value Customers
14267.0,162,55,1516.24,1,Churn Risk Customers
14270.0,331,29,492.65000000000003,1,Churn Risk Customers
14271.0,225,10,112.32,1,Churn Risk Customers
14272.0,73,33,437.96,0,Low Value Customers
14273.0,50,29,559.97,0,Low Value Customers
14276.0,98,64,1119.74,0,Low Value Customers
14277.0,14,225,4216.2,0,Low Value Customers
14280.0,196,8,134.04,1,Churn Risk Customers
14282.0,2,156,3729.34,0,Low Value Customers
14284.0,30,32,595.25,0,Low Value Customers
14285.0,20,27,1910.01,0,Low Value Customers
14286.0,23,280,4628.75,0,Low Value Customers
14287.0,7,9,176.63,0,Low Value Customers
14288.0,212,16,426.6,1,Churn Risk Customers
14289.0,8,47,911.26,0,Low Value Customers
14290.0,10,101,2314.65,0,Low Value Customers
14291.0,1,237,3883.25,0,Low Value Customers
14292.0,7,100,4871.93,0,Low Value Customers
14293.0,2,61,1046.56,0,Low Value Customers
14295.0,39,5,166.20000000000002,0,Low Value Customers
14297.0,17,62,1305.33,0,Low Value Customers
14298.0,7,1637,51527.3,3,High Value / VIP Customers
14299.0,7,143,3965.62,0,Low Value Customers
14300.0,18,3,43.2,0,Low Value Customers
14301.0,116,13,640.14,0,Low Value Customers
14304.0,222,17,383.45,1,Churn Risk Customers
14305.0,70,105,1858.96,0,Low Value Customers
14306.0,50,33,2093.32,0,Low Value Customers
14307.0,88,180,2995.72,0,Low Value Customers
14309.0,7,117,2352.53,0,Low Value Customers
14311.0,242,20,310.26,1,Churn Risk Customers
14312.0,46,87,1611.59,0,Low Value Customers
14314.0,106,8,120.0,0,Low Value Customers
14315.0,44,101,2481.13,0,Low Value Customers
14317.0,64,24,508.58000000000004,0,Low Value Customers
14320.0,206,31,477.79,1,Churn Risk Customers
14321.0,10,123,1530.75,0,Low Value Customers
14323.0,114,36,605.0600000000001,0,Low Value Customers
14326.0,241,8,183.85,1,Churn Risk Customers
14327.0,162,12,311.65,1,Churn Risk Customers
14329.0,16,259,5014.84,0,Low Value Customers
14331.0,123,28,462.65999999999997,0,Low Value Customers
14332.0,22,26,866.31,0,Low Value Customers
14333.0,67,15,415.2,0,Low Value Customers
14334.0,16,162,2552.21,0,Low Value Customers
14335.0,15,63,468.26,0,Low Value Customers
14336.0,16,90,1614.91,0,Low Value Customers
14338.0,160,31,588.22,0,Low Value Customers
14339.0,242,14,309.52,1,Churn Risk Customers
14340.0,218,6,134.7,1,Churn Risk Customers
14341.0,44,129,2182.28,0,Low Value Customers
14342.0,20,21,668.5600000000001,0,Low Value Customers
14344.0,126,71,889.9300000000001,0,Low Value Customers
14345.0,38,6,108.97999999999999,0,Low Value Customers
14346.0,120,60,1021.58,0,Low Value Customers
14348.0,259,18,409.57,1,Churn Risk Customers
14349.0,9,31,133.5,0,Low Value Customers
14350.0,273,18,282.93,1,Churn Risk Customers
14351.0,164,1,51.0,1,Churn Risk Customers
14352.0,156,47,1078.96,0,Low Value Customers
14353.0,214,6,90.6,1,Churn Risk Customers
14354.0,5,9,163.62,0,Low Value Customers
14355.0,365,11,174.4,1,Churn Risk Customers
14356.0,79,33,701.23,0,Low Value Customers
14357.0,42,41,225.77,0,Low Value Customers
14359.0,18,55,912.18,0,Low Value Customers
14360.0,31,118,2128.23,0,Low Value Customers
14362.0,21,41,161.2,0,Low Value Customers
14364.0,108,69,3717.35,0,Low Value Customers
14367.0,7,524,9261.52,3,High Value / VIP Customers
14368.0,319,8,155.0,1,Churn Risk Customers
14371.0,294,4,100.5,1,Churn Risk Customers
14373.0,357,4,76.55,1,Churn Risk Customers
14375.0,184,75,257.68,1,Churn Risk Customers
14377.0,190,11,617.05,1,Churn Risk Customers
14379.0,43,46,348.1,0,Low Value Customers
14381.0,51,56,202.68,0,Low Value Customers
14382.0,25,131,626.0699999999999,0,Low Value Customers
14383.0,37,59,1247.69,0,Low Value Customers
14385.0,8,14,202.11,0,Low Value Customers
14386.0,296,7,142.4,1,Churn Risk Customers
14387.0,32,140,1770.56,0,Low Value Customers
14388.0,9,186,3212.84,0,Low Value Customers
14389.0,64,45,1043.46,0,Low Value Customers
14390.0,9,286,4652.82,0,Low Value Customers
14393.0,217,5,67.95,1,Churn Risk Customers
14395.0,1,350,3507.71,0,Low Value Customers
14396.0,64,73,487.99,0,Low Value Customers
14397.0,2,87,2612.96,0,Low Value Customers
14400.0,148,25,574.7,0,Low Value Customers
14401.0,3,182,4051.48,0,Low Value Customers
14403.0,129,20,1475.81,0,Low Value Customers
14404.0,33,103,1474.32,0,Low Value Customers
14406.0,118,8,156.75,0,Low Value Customers
14407.0,106,73,2157.73,0,Low Value Customers
14408.0,10,107,2606.53,0,Low Value Customers
14409.0,70,54,2059.4500000000003,0,Low Value Customers
14410.0,91,193,1105.07,0,Low Value Customers
14411.0,310,14,1063.0,1,Churn Risk Customers
14412.0,42,43,770.03,0,Low Value Customers
14413.0,361,23,122.7,1,Churn Risk Customers
14414.0,91,97,1496.98,0,Low Value Customers
14415.0,0,590,5900.28,3,High Value / VIP Customers
14416.0,21,14,490.22,0,Low Value Customers
14418.0,3,124,1937.25,0,Low Value Customers
14419.0,10,206,1058.06,0,Low Value Customers
14420.0,98,29,387.52,0,Low Value Customers
14421.0,56,27,813.11,0,Low Value Customers
14422.0,0,222,4263.64,0,Low Value Customers
14423.0,217,3,265.2,1,Churn Risk Customers
14424.0,17,1,322.08,0,Low Value Customers
14426.0,23,224,4481.67,0,Low Value Customers
14427.0,49,17,363.34000000000003,0,Low Value Customers
14428.0,6,144,1244.83,0,Low Value Customers
14431.0,302,17,470.36,1,Churn Risk Customers
14432.0,9,382,2255.51,0,Low Value Customers
14434.0,21,12,1372.8,0,Low Value Customers
14436.0,98,9,89.06,0,Low Value Customers
14437.0,365,5,63.0,1,Churn Risk Customers
14438.0,305,9,131.9,1,Churn Risk Customers
14439.0,319,32,2661.24,1,Churn Risk Customers
14440.0,7,55,2357.6800000000003,0,Low Value Customers
14441.0,0,51,1712.89,0,Low Value Customers
14442.0,204,63,1589.82,1,Churn Risk Customers
14443.0,53,93,1420.2,0,Low Value Customers
14446.0,0,293,1039.58,0,Low Value Customers
14447.0,18,70,1163.23,0,Low Value Customers
14448.0,8,20,375.35,0,Low Value Customers
14449.0,18,258,907.1,0,Low Value Customers
14450.0,180,40,483.25,1,Churn Risk Customers
14451.0,59,109,662.59,0,Low Value Customers
14452.0,10,62,264.44,0,Low Value Customers
14453.0,189,22,119.93,1,Churn Risk Customers
14456.0,4,970,3062.4,3,High Value / VIP Customers
14457.0,310,4,113.64,1,Churn Risk Customers
14459.0,154,37,1837.92,0,Low Value Customers
14460.0,109,16,434.34,0,Low Value Customers
14461.0,147,180,2103.06,0,Low Value Customers
14462.0,65,240,2004.02,0,Low Value Customers
14463.0,97,6,529.62,0,Low Value Customers
14465.0,246,130,1058.6200000000001,1,Churn Risk Customers
14466.0,28,72,2272.4,0,Low Value Customers
14467.0,17,90,598.76,0,Low Value Customers
14470.0,11,43,461.19,0,Low Value Customers
14472.0,103,281,1936.84,0,Low Value Customers
14473.0,73,7,234.34000000000003,0,Low Value Customers
14474.0,45,29,547.66,0,Low Value Customers
14475.0,71,42,925.85,0,Low Value Customers
14476.0,256,19,215.7,1,Churn Risk Customers
14477.0,19,10,1309.6,0,Low Value Customers
14479.0,253,18,316.25,1,Churn Risk Customers
14480.0,10,13,279.05,0,Low Value Customers
14481.0,164,30,636.51,1,Churn Risk Customers
14482.0,17,144,2068.15,0,Low Value Customers
14483.0,281,9,137.1,1,Churn Risk Customers
14484.0,49,14,321.92,0,Low Value Customers
14485.0,38,47,165.75,0,Low Value Customers
14487.0,26,144,1196.33,0,Low Value Customers
14488.0,67,46,1064.28,0,Low Value Customers
14489.0,206,30,463.38,1,Churn Risk Customers
14491.0,174,17,340.93,1,Churn Risk Customers
14493.0,6,120,2383.2400000000002,0,Low Value Customers
14494.0,25,7,139.56,0,Low Value Customers
14495.0,50,6,123.8,0,Low Value Customers
14496.0,311,19,538.8100000000001,1,Churn Risk Customers
14497.0,308,29,475.37,1,Churn Risk Customers
14498.0,42,193,1957.32,0,Low Value Customers
14499.0,25,194,815.32,0,Low Value Customers
14500.0,87,7,356.85,0,Low Value Customers
14501.0,183,10,251.21,1,Churn Risk Customers
14502.0,19,624,2470.67,3,High Value / VIP Customers
14503.0,2,164,3543.26,0,Low Value Customers
14504.0,46,107,673.26,0,Low Value Customers
14505.0,16,799,5905.64,3,High Value / VIP Customers
14506.0,16,316,2012.17,0,Low Value Customers
14507.0,23,96,1383.18,0,Low Value Customers
14508.0,21,57,276.42,0,Low Value Customers
14511.0,10,68,1314.81,0,Low Value Customers
14512.0,187,23,275.28,1,Churn Risk Customers
14513.0,100,12,455.59000000000003,0,Low Value Customers
14514.0,60,73,1055.35,0,Low Value Customers
14515.0,17,101,2102.09,0,Low Value Customers
14517.0,32,18,330.45,0,Low Value Customers
14518.0,63,16,174.37,0,Low Value Customers
14520.0,1,4,270.6,0,Low Value Customers
14522.0,23,17,974.54,0,Low Value Customers
14523.0,107,12,241.09,0,Low Value Customers
14524.0,31,203,1867.68,0,Low Value Customers
14525.0,19,291,4332.2,0,Low Value Customers
14527.0,2,972,8508.82,3,High Value / VIP Customers
14528.0,36,18,364.21999999999997,0,Low Value Customers
14529.0,59,229,620.04,0,Low Value Customers
14530.0,25,216,2925.91,0,Low Value Customers
14532.0,235,64,932.85,1,Churn Risk Customers
14533.0,24,62,1949.72,0,Low Value Customers
14534.0,2,519,4447.05,3,High Value / VIP Customers
14535.0,59,330,2864.19,0,Low Value Customers
14536.0,259,19,171.8,1,Churn Risk Customers
14537.0,57,10,355.56,0,Low Value Customers
14538.0,64,19,388.25,0,Low Value Customers
14539.0,15,32,537.48,0,Low Value Customers
14540.0,9,76,996.26,0,Low Value Customers
14541.0,58,111,1461.65,0,Low Value Customers
14542.0,185,5,103.25,1,Churn Risk Customers
14543.0,28,72,3630.33,0,Low Value Customers
14544.0,23,114,2024.45,0,Low Value Customers
14546.0,4,399,2578.09,0,Low Value Customers
14547.0,3,366,4007.54,0,Low Value Customers
14548.0,150,4,652.8,0,Low Value Customers
14549.0,310,56,289.24,1,Churn Risk Customers
14550.0,10,48,765.62,0,Low Value Customers
14551.0,17,10,186.23,0,Low Value Customers
14552.0,151,58,165.07,0,Low Value Customers
14553.0,18,113,859.27,0,Low Value Customers
14554.0,9,216,2381.04,0,Low Value Customers
14555.0,56,21,324.14,0,Low Value Customers
14557.0,84,16,788.38,0,Low Value Customers
14560.0,6,74,2237.77,0,Low Value Customers
14561.0,75,69,1080.76,0,Low Value Customers
14562.0,3,423,5074.77,3,High Value / VIP Customers
14565.0,95,127,3099.12,0,Low Value Customers
14566.0,110,4,1432.0,0,Low Value Customers
